mz intensity
3133.164 11
3133.292 13
3133.420 6
3133.548 3
3133.676 16
3133.804 15
3133.932 10
3134.060 18
3134.188 7
3134.316 12
3134.444 8
3134.572 -6
3134.700 -2
3134.828 -1
3134.956 1
3135.084 8
3135.212 7
3135.340 3
3135.468 12
3135.596 9
3135.724 18
3135.852 23
3135.980 20
3136.108 15
3136.236 2
3136.364 -2
3136.492 -9
3136.620 -6
3136.748 2
3136.876 1
3137.004 11
3137.133 14
3137.261 14
3137.389 13
3137.517 14
3137.645 21
3137.773 20
3137.901 21
3138.029 15
3138.157 5
3138.285 -2
3138.413 -6
3138.541 3
3138.669 8
3138.798 8
3138.926 13
3139.054 9
3139.182 14
3139.310 13
3139.438 5
3139.566 5
3139.694 -3
3139.822 -5
3139.950 -5
3140.079 -2
3140.207 -7
3140.335 2
3140.463 8
3140.591 11
3140.719 13
3140.847 2
3140.976 -1
3141.104 -15
3141.232 -5
3141.360 7
3141.488 7
3141.616 11
3141.744 11
3141.873 12
3142.001 9
3142.129 18
3142.257 15
3142.385 12
3142.513 21
3142.642 13
3142.770 7
3142.898 8
3143.026 -6
3143.154 -7
3143.282 -1
3143.411 -6
3143.539 7
3143.667 5
3143.795 7
3143.923 5
3144.052 -9
3144.180 -12
3144.308 -22
3144.436 -21
3144.565 -14
3144.693 -9
3144.821 -3
3144.949 1
3145.077 4
3145.206 14
3145.334 10
3145.462 8
3145.590 0
3145.719 -7
3145.847 -9
3145.975 -11
3146.103 -5
3146.232 6
3146.360 6
3146.488 5
3146.616 9
3146.745 5
3146.873 4
3147.001 5
3147.129 3
3147.258 6
3147.386 9
3147.514 9
3147.642 7
3147.771 2
3147.899 6
3148.027 12
3148.156 6
3148.284 5
3148.412 2
3148.540 -6
3148.669 1
3148.797 -1
3148.925 -2
3149.054 7
3149.182 5
3149.310 5
3149.439 10
3149.567 5
3149.695 -5
3149.824 8
3149.952 8
3150.080 4
3150.209 19
3150.337 12
3150.465 12
3150.594 14
3150.722 -1
3150.850 -6
3150.979 -10
3151.107 -8
3151.235 12
3151.364 18
3151.492 21
3151.620 28
3151.749 13
3151.877 5
3152.005 0
3152.134 -6
3152.262 -2
3152.391 1
3152.519 4
3152.647 2
3152.776 0
3152.904 1
3153.032 6
3153.161 11
3153.289 14
3153.418 20
3153.546 21
3153.674 22
3153.803 18
3153.931 10
3154.060 12
3154.188 2
3154.316 -1
3154.445 0
3154.573 -13
3154.702 -11
3154.830 -12
3154.959 -13
3155.087 -4
3155.215 -4
3155.344 1
3155.472 -2
3155.601 -2
3155.729 0
3155.858 4
3155.986 15
3156.115 13
3156.243 8
3156.371 4
3156.500 -6
3156.628 -1
3156.757 6
3156.885 12
3157.014 18
3157.142 12
3157.271 10
3157.399 2
3157.528 6
3157.656 10
3157.785 9
3157.913 9
3158.042 1
3158.170 3
3158.299 17
3158.427 14
3158.556 9
3158.684 6
3158.813 -2
3158.941 2
3159.070 1
3159.198 0
3159.327 6
3159.455 3
3159.584 12
3159.712 14
3159.841 11
3159.969 14
3160.098 10
3160.226 13
3160.355 14
3160.484 19
3160.612 17
3160.741 10
3160.869 5
3160.998 -3
3161.126 -5
3161.255 6
3161.383 10
3161.512 7
3161.641 10
3161.769 3
3161.898 4
3162.026 10
3162.155 18
3162.283 17
3162.412 5
3162.541 7
3162.669 3
3162.798 4
3162.926 7
3163.055 9
3163.184 7
3163.312 12
3163.441 16
3163.569 10
3163.698 6
3163.827 5
3163.955 -3
3164.084 -3
3164.212 -4
3164.341 -10
3164.470 -3
3164.598 4
3164.727 6
3164.856 10
3164.984 10
3165.113 6
3165.241 15
3165.370 15
3165.499 13
3165.627 16
3165.756 14
3165.885 20
3166.013 22
3166.142 20
3166.271 22
3166.399 15
3166.528 15
3166.657 15
3166.785 12
3166.914 7
3167.043 4
3167.171 -3
3167.300 -7
3167.429 3
3167.557 3
3167.686 3
3167.815 4
3167.944 -1
3168.072 -1
3168.201 7
3168.330 8
3168.458 6
3168.587 10
3168.716 8
3168.844 0
3168.973 -8
3169.102 -10
3169.231 -11
3169.359 -5
3169.488 6
3169.617 7
3169.746 7
3169.874 13
3170.003 10
3170.132 14
3170.261 20
3170.389 16
3170.518 21
3170.647 13
3170.776 5
3170.904 1
3171.033 -3
3171.162 0
3171.291 -3
3171.419 -5
3171.548 -5
3171.677 -12
3171.806 -5
3171.934 -2
3172.063 -4
3172.192 6
3172.321 1
3172.450 7
3172.578 8
3172.707 1
3172.836 3
3172.965 7
3173.094 12
3173.222 12
3173.351 10
3173.480 5
3173.609 -2
3173.738 3
3173.866 7
3173.995 9
3174.124 16
3174.253 13
3174.382 21
3174.511 24
3174.639 20
3174.768 19
3174.897 10
3175.026 -3
3175.155 0
3175.284 8
3175.412 10
3175.541 13
3175.670 17
3175.799 16
3175.928 9
3176.057 13
3176.186 4
3176.314 -7
3176.443 -2
3176.572 -7
3176.701 -1
3176.830 13
3176.959 16
3177.088 21
3177.217 20
3177.345 16
3177.474 19
3177.603 19
3177.732 21
3177.861 19
3177.990 14
3178.119 4
3178.248 1
3178.377 -3
3178.506 -2
3178.635 7
3178.763 1
3178.892 4
3179.021 5
3179.150 0
3179.279 7
3179.408 6
3179.537 1
3179.666 1
3179.795 0
3179.924 12
3180.053 6
3180.182 8
3180.311 14
3180.440 7
3180.569 14
3180.698 13
3180.827 6
3180.955 3
3181.084 1
3181.213 7
3181.342 11
3181.471 9
3181.600 10
3181.729 6
3181.858 5
3181.987 10
3182.116 17
3182.245 16
3182.374 13
3182.503 6
3182.632 -8
3182.761 -16
3182.890 -11
3183.019 -1
3183.148 6
3183.277 6
3183.406 -1
3183.535 -2
3183.664 2
3183.793 3
3183.922 14
3184.051 4
3184.180 2
3184.309 2
3184.439 4
3184.568 6
3184.697 5
3184.826 12
3184.955 5
3185.084 9
3185.213 8
3185.342 4
3185.471 -2
3185.600 -4
3185.729 -6
3185.858 -8
3185.987 -6
3186.116 -6
3186.245 -6
3186.374 -11
3186.503 -14
3186.633 -8
3186.762 -4
3186.891 6
3187.020 14
3187.149 5
3187.278 0
3187.407 -7
3187.536 -14
3187.665 -6
3187.794 -6
3187.923 3
3188.053 4
3188.182 -2
3188.311 6
3188.440 4
3188.569 8
3188.698 14
3188.827 10
3188.956 15
3189.086 15
3189.215 9
3189.344 5
3189.473 -5
3189.602 -5
3189.731 -3
3189.860 6
3189.990 5
3190.119 -3
3190.248 0
3190.377 -2
3190.506 -6
3190.635 2
3190.765 11
3190.894 0
3191.023 5
3191.152 10
3191.281 1
3191.410 8
3191.540 12
3191.669 12
3191.798 12
3191.927 9
3192.056 9
3192.185 9
3192.315 12
3192.444 14
3192.573 20
3192.702 20
3192.832 8
3192.961 9
3193.090 -3
3193.219 1
3193.348 7
3193.478 6
3193.607 12
3193.736 -2
3193.865 1
3193.995 0
3194.124 -7
3194.253 3
3194.382 7
3194.511 8
3194.641 22
3194.770 17
3194.899 10
3195.028 13
3195.158 8
3195.287 10
3195.416 13
3195.545 18
3195.675 15
3195.804 18
3195.933 16
3196.063 5
3196.192 6
3196.321 6
3196.450 3
3196.580 11
3196.709 7
3196.838 6
3196.968 16
3197.097 10
3197.226 12
3197.355 9
3197.485 4
3197.614 16
3197.743 11
3197.873 8
3198.002 10
3198.131 -1
3198.261 5
3198.390 10
3198.519 10
3198.649 10
3198.778 11
3198.907 17
3199.037 17
3199.166 20
3199.295 19
3199.425 14
3199.554 15
3199.683 12
3199.813 5
3199.942 -2
3200.071 -4
3200.201 -6
3200.330 2
3200.459 3
3200.589 3
3200.718 5
3200.848 1
3200.977 4
3201.106 1
3201.236 -3
3201.365 -3
3201.494 2
3201.624 3
3201.753 1
3201.883 3
3202.012 -3
3202.141 0
3202.271 7
3202.400 3
3202.530 3
3202.659 -3
3202.788 1
3202.918 0
3203.047 -3
3203.177 2
3203.306 -5
3203.436 2
3203.565 12
3203.694 14
3203.824 17
3203.953 15
3204.083 9
3204.212 3
3204.342 1
3204.471 0
3204.601 1
3204.730 9
3204.859 11
3204.989 8
3205.118 12
3205.248 7
3205.377 21
3205.507 22
3205.636 6
3205.766 3
3205.895 -5
3206.025 -11
3206.154 -5
3206.284 0
3206.413 -1
3206.543 2
3206.672 3
3206.802 1
3206.931 3
3207.061 8
3207.190 9
3207.320 11
3207.449 8
3207.579 1
3207.708 0
3207.838 0
3207.967 -1
3208.097 7
3208.226 12
3208.356 6
3208.485 7
3208.615 5
3208.744 12
3208.874 10
3209.003 8
3209.133 1
3209.262 -7
3209.392 1
3209.522 7
3209.651 15
3209.781 10
3209.910 16
3210.040 23
3210.169 26
3210.299 32
3210.428 17
3210.558 13
3210.688 9
3210.817 7
3210.947 20
3211.076 17
3211.206 15
3211.336 19
3211.465 17
3211.595 9
3211.724 7
3211.854 9
3211.984 3
3212.113 6
3212.243 9
3212.372 11
3212.502 15
3212.632 14
3212.761 12
3212.891 11
3213.020 4
3213.150 12
3213.280 10
3213.409 6
3213.539 20
3213.669 17
3213.798 9
3213.928 11
3214.057 9
3214.187 4
3214.317 5
3214.446 11
3214.576 7
3214.706 14
3214.835 28
3214.965 24
3215.095 21
3215.224 17
3215.354 -1
3215.484 2
3215.613 12
3215.743 9
3215.873 25
3216.002 25
3216.132 18
3216.262 21
3216.392 17
3216.521 20
3216.651 17
3216.781 11
3216.910 13
3217.040 13
3217.170 17
3217.299 15
3217.429 6
3217.559 -6
3217.689 -7
3217.818 -3
3217.948 3
3218.078 12
3218.207 4
3218.337 11
3218.467 6
3218.597 6
3218.726 15
3218.856 15
3218.986 17
3219.116 20
3219.245 15
3219.375 5
3219.505 4
3219.635 2
3219.764 -4
3219.894 2
3220.024 0
3220.154 1
3220.283 5
3220.413 -4
3220.543 10
3220.673 10
3220.803 14
3220.932 23
3221.062 9
3221.192 3
3221.322 -6
3221.452 -11
3221.581 -10
3221.711 -6
3221.841 8
3221.971 11
3222.101 17
3222.230 16
3222.360 4
3222.490 3
3222.620 5
3222.750 9
3222.879 11
3223.009 9
3223.139 7
3223.269 8
3223.399 11
3223.529 14
3223.658 14
3223.788 17
3223.918 17
3224.048 18
3224.178 20
3224.308 16
3224.438 16
3224.567 17
3224.697 11
3224.827 11
3224.957 2
3225.087 3
3225.217 6
3225.347 6
3225.476 12
3225.606 11
3225.736 15
3225.866 14
3225.996 7
3226.126 7
3226.256 -2
3226.386 -6
3226.516 12
3226.645 16
3226.775 25
3226.905 20
3227.035 19
3227.165 17
3227.295 13
3227.425 14
3227.555 7
3227.685 6
3227.815 8
3227.945 10
3228.075 14
3228.204 5
3228.334 5
3228.464 8
3228.594 2
3228.724 15
3228.854 17
3228.984 16
3229.114 17
3229.244 5
3229.374 3
3229.504 4
3229.634 10
3229.764 14
3229.894 14
3230.024 14
3230.154 17
3230.284 19
3230.414 28
3230.544 23
3230.674 12
3230.804 3
3230.934 -3
3231.064 6
3231.194 6
3231.324 13
3231.454 16
3231.584 10
3231.714 9
3231.844 10
3231.974 2
3232.104 1
3232.234 -3
3232.364 -15
3232.494 -10
3232.624 -7
3232.754 -1
3232.884 7
3233.014 5
3233.144 1
3233.274 3
3233.404 2
3233.534 6
3233.664 17
3233.794 17
3233.924 19
3234.054 10
3234.184 4
3234.314 10
3234.444 8
3234.574 17
3234.704 22
3234.835 18
3234.965 16
3235.095 12
3235.225 10
3235.355 5
3235.485 7
3235.615 7
3235.745 8
3235.875 15
3236.005 14
3236.135 13
3236.265 12
3236.396 9
3236.526 16
3236.656 13
3236.786 12
3236.916 6
3237.046 -7
3237.176 -8
3237.306 -7
3237.436 6
3237.567 14
3237.697 22
3237.827 21
3237.957 16
3238.087 10
3238.217 7
3238.347 -4
3238.477 -4
3238.608 -2
3238.738 -8
3238.868 -1
3238.998 -2
3239.128 -5
3239.258 0
3239.389 5
3239.519 1
3239.649 3
3239.779 0
3239.909 1
3240.039 1
3240.170 3
3240.300 -1
3240.430 -2
3240.560 -1
3240.690 -3
3240.820 2
3240.951 -7
3241.081 -3
3241.211 4
3241.341 5
3241.471 10
3241.602 4
3241.732 3
3241.862 -3
3241.992 -5
3242.123 2
3242.253 1
3242.383 10
3242.513 11
3242.643 8
3242.774 10
3242.904 7
3243.034 10
3243.164 7
3243.295 4
3243.425 6
3243.555 0
3243.685 5
3243.816 0
3243.946 -2
3244.076 -6
3244.206 -8
3244.337 -1
3244.467 -2
3244.597 1
3244.727 8
3244.858 2
3244.988 4
3245.118 13
3245.248 9
3245.379 6
3245.509 3
3245.639 -7
3245.770 -8
3245.900 1
3246.030 7
3246.161 18
3246.291 16
3246.421 20
3246.551 21
3246.682 17
3246.812 19
3246.942 7
3247.073 9
3247.203 9
3247.333 1
3247.464 6
3247.594 6
3247.724 11
3247.855 15
3247.985 15
3248.115 4
3248.246 0
3248.376 -1
3248.506 -1
3248.637 6
3248.767 3
3248.897 9
3249.028 12
3249.158 17
3249.288 20
3249.419 14
3249.549 10
3249.680 4
3249.810 5
3249.940 11
3250.071 8
3250.201 8
3250.331 6
3250.462 1
3250.592 0
3250.723 -2
3250.853 -3
3250.983 -4
3251.114 -5
3251.244 -6
3251.375 -4
3251.505 6
3251.635 5
3251.766 5
3251.896 2
3252.027 -2
3252.157 7
3252.288 3
3252.418 0
3252.548 -3
3252.679 -16
3252.809 -13
3252.940 -11
3253.070 -12
3253.201 -3
3253.331 -1
3253.461 1
3253.592 -1
3253.722 1
3253.853 4
3253.983 -6
3254.114 -3
3254.244 -1
3254.375 -7
3254.505 -1
3254.636 3
3254.766 2
3254.897 8
3255.027 13
3255.157 7
3255.288 8
3255.418 3
3255.549 -2
3255.679 -2
3255.810 -4
3255.940 -8
3256.071 -7
3256.201 -1
3256.332 6
3256.462 12
3256.593 9
3256.723 13
3256.854 15
3256.985 14
3257.115 21
3257.246 9
3257.376 1
3257.507 -8
3257.637 -16
3257.768 -1
3257.898 9
3258.029 16
3258.159 19
3258.290 16
3258.420 1
3258.551 3
3258.681 4
3258.812 3
3258.943 13
3259.073 11
3259.204 13
3259.334 12
3259.465 9
3259.595 16
3259.726 14
3259.857 16
3259.987 22
3260.118 20
3260.248 13
3260.379 6
3260.510 2
3260.640 -5
3260.771 0
3260.901 -5
3261.032 -10
3261.162 -3
3261.293 1
3261.424 10
3261.554 7
3261.685 11
3261.816 13
3261.946 7
3262.077 16
3262.207 16
3262.338 15
3262.469 20
3262.599 8
3262.730 17
3262.861 12
3262.991 8
3263.122 16
3263.253 -1
3263.383 5
3263.514 3
3263.644 10
3263.775 11
3263.906 4
3264.036 9
3264.167 0
3264.298 0
3264.428 0
3264.559 -7
3264.690 -4
3264.820 4
3264.951 14
3265.082 19
3265.213 20
3265.343 14
3265.474 8
3265.605 16
3265.735 12
3265.866 23
3265.997 28
3266.127 23
3266.258 29
3266.389 29
3266.520 20
3266.650 14
3266.781 10
3266.912 5
3267.042 12
3267.173 13
3267.304 19
3267.435 24
3267.565 21
3267.696 17
3267.827 22
3267.958 17
3268.088 14
3268.219 11
3268.350 4
3268.481 6
3268.611 8
3268.742 13
3268.873 2
3269.004 1
3269.134 9
3269.265 10
3269.396 20
3269.527 27
3269.657 16
3269.788 16
3269.919 16
3270.050 13
3270.181 18
3270.311 21
3270.442 18
3270.573 19
3270.704 18
3270.834 12
3270.965 18
3271.096 22
3271.227 21
3271.358 17
3271.489 9
3271.619 -1
3271.750 3
3271.881 9
3272.012 12
3272.143 14
3272.273 4
3272.404 8
3272.535 5
3272.666 6
3272.797 9
3272.928 4
3273.058 3
3273.189 3
3273.320 3
3273.451 4
3273.582 9
3273.713 11
3273.844 12
3273.974 11
3274.105 3
3274.236 1
3274.367 4
3274.498 1
3274.629 4
3274.760 0
3274.891 3
3275.021 8
3275.152 4
3275.283 12
3275.414 11
3275.545 6
3275.676 12
3275.807 5
3275.938 -3
3276.069 0
3276.200 -6
3276.330 -1
3276.461 1
3276.592 11
3276.723 11
3276.854 13
3276.985 15
3277.116 8
3277.247 11
3277.378 4
3277.509 9
3277.640 11
3277.771 16
3277.902 22
3278.033 16
3278.164 14
3278.294 12
3278.425 18
3278.556 20
3278.687 16
3278.818 13
3278.949 12
3279.080 13
3279.211 13
3279.342 15
3279.473 11
3279.604 13
3279.735 8
3279.866 1
3279.997 0
3280.128 -4
3280.259 12
3280.390 13
3280.521 20
3280.652 22
3280.783 14
3280.914 17
3281.045 1
3281.176 4
3281.307 10
3281.438 10
3281.569 22
3281.700 23
3281.831 14
3281.962 21
3282.093 16
3282.224 14
3282.355 12
3282.486 7
3282.617 5
3282.748 2
3282.879 5
3283.010 -1
3283.142 0
3283.273 4
3283.404 6
3283.535 14
3283.666 16
3283.797 12
3283.928 10
3284.059 5
3284.190 -6
3284.321 -8
3284.452 -9
3284.583 -8
3284.714 -8
3284.845 -9
3284.976 -7
3285.108 -3
3285.239 4
3285.370 16
3285.501 21
3285.632 19
3285.763 19
3285.894 17
3286.025 16
3286.156 13
3286.287 20
3286.419 20
3286.550 15
3286.681 18
3286.812 12
3286.943 4
3287.074 0
3287.205 0
3287.336 -1
3287.468 -4
3287.599 4
3287.730 6
3287.861 14
3287.992 19
3288.123 8
3288.254 7
3288.386 -5
3288.517 -4
3288.648 -7
3288.779 -11
3288.910 -8
3289.041 -8
3289.173 4
3289.304 2
3289.435 8
3289.566 11
3289.697 15
3289.829 17
3289.960 23
3290.091 19
3290.222 13
3290.353 26
3290.484 22
3290.616 21
3290.747 20
3290.878 9
3291.009 3
3291.141 -10
3291.272 -6
3291.403 -2
3291.534 1
3291.665 3
3291.797 -4
3291.928 -11
3292.059 -8
3292.190 -5
3292.322 -2
3292.453 0
3292.584 2
3292.715 5
3292.846 2
3292.978 2
3293.109 -4
3293.240 -10
3293.372 -9
3293.503 -7
3293.634 -4
3293.765 5
3293.897 10
3294.028 5
3294.159 5
3294.290 4
3294.422 6
3294.553 7
3294.684 6
3294.815 1
3294.947 -4
3295.078 2
3295.209 6
3295.341 10
3295.472 4
3295.603 1
3295.735 -10
3295.866 -8
3295.997 5
3296.128 5
3296.260 9
3296.391 9
3296.522 -3
3296.654 4
3296.785 1
3296.916 2
3297.048 16
3297.179 15
3297.310 19
3297.442 28
3297.573 22
3297.704 20
3297.836 23
3297.967 15
3298.098 13
3298.230 13
3298.361 12
3298.493 1
3298.624 1
3298.755 -4
3298.887 -2
3299.018 3
3299.149 11
3299.281 22
3299.412 22
3299.544 20
3299.675 4
3299.806 -4
3299.938 -11
3300.069 -4
3300.200 4
3300.332 -1
3300.463 5
3300.595 12
3300.726 13
3300.857 21
3300.989 24
3301.120 21
3301.252 19
3301.383 7
3301.515 -2
3301.646 -4
3301.777 -4
3301.909 6
3302.040 18
3302.172 10
3302.303 6
3302.435 13
3302.566 11
3302.697 12
3302.829 14
3302.960 4
3303.092 -1
3303.223 8
3303.355 4
3303.486 0
3303.618 1
3303.749 -4
3303.881 2
3304.012 2
3304.144 1
3304.275 2
3304.406 1
3304.538 6
3304.669 6
3304.801 3
3304.932 11
3305.064 10
3305.195 13
3305.327 15
3305.458 9
3305.590 7
3305.721 1
3305.853 -3
3305.984 -7
3306.116 -5
3306.247 -1
3306.379 0
3306.510 8
3306.642 5
3306.774 7
3306.905 8
3307.037 6
3307.168 6
3307.300 1
3307.431 -5
3307.563 -4
3307.694 -9
3307.826 -7
3307.957 -3
3308.089 -2
3308.221 0
3308.352 4
3308.484 10
3308.615 12
3308.747 12
3308.878 14
3309.010 19
3309.141 23
3309.273 24
3309.405 23
3309.536 9
3309.668 6
3309.799 5
3309.931 2
3310.063 8
3310.194 9
3310.326 15
3310.457 15
3310.589 14
3310.721 9
3310.852 1
3310.984 1
3311.115 3
3311.247 2
3311.379 8
3311.510 10
3311.642 10
3311.774 22
3311.905 24
3312.037 24
3312.168 26
3312.300 19
3312.432 17
3312.563 6
3312.695 1
3312.827 6
3312.958 4
3313.090 6
3313.222 9
3313.353 5
3313.485 3
3313.617 8
3313.748 16
3313.880 13
3314.012 15
3314.143 17
3314.275 18
3314.407 19
3314.538 14
3314.670 9
3314.802 2
3314.933 0
3315.065 6
3315.197 5
3315.328 1
3315.460 0
3315.592 -4
3315.724 0
3315.855 6
3315.987 9
3316.119 12
3316.250 16
3316.382 15
3316.514 15
3316.646 15
3316.777 11
3316.909 5
3317.041 7
3317.173 12
3317.304 8
3317.436 15
3317.568 6
3317.700 1
3317.831 8
3317.963 2
3318.095 7
3318.227 3
3318.358 -2
3318.490 1
3318.622 -1
3318.754 -6
3318.885 -4
3319.017 -8
3319.149 -7
3319.281 0
3319.412 2
3319.544 3
3319.676 9
3319.808 7
3319.940 10
3320.071 10
3320.203 -8
3320.335 -6
3320.467 -10
3320.599 -10
3320.730 1
3320.862 6
3320.994 13
3321.126 17
3321.258 14
3321.390 9
3321.521 0
3321.653 0
3321.785 -8
3321.917 -6
3322.049 -6
3322.180 -6
3322.312 3
3322.444 -4
3322.576 -3
3322.708 0
3322.840 -2
3322.972 10
3323.103 12
3323.235 7
3323.367 8
3323.499 2
3323.631 -2
3323.763 -3
3323.895 0
3324.026 0
3324.158 -5
3324.290 2
3324.422 -1
3324.554 3
3324.686 5
3324.818 -2
3324.950 3
3325.082 4
3325.213 3
3325.345 8
3325.477 8
3325.609 7
3325.741 24
3325.873 24
3326.005 21
3326.137 15
3326.269 9
3326.401 8
3326.533 7
3326.665 4
3326.796 -4
3326.928 -10
3327.060 -11
3327.192 -12
3327.324 -4
3327.456 -2
3327.588 7
3327.720 15
3327.852 17
3327.984 25
3328.116 16
3328.248 17
3328.380 10
3328.512 4
3328.644 7
3328.776 7
3328.908 14
3329.040 20
3329.172 23
3329.304 16
3329.436 13
3329.568 7
3329.700 5
3329.832 13
3329.964 9
3330.096 13
3330.228 12
3330.360 9
3330.492 5
3330.624 10
3330.756 12
3330.888 10
3331.020 9
3331.152 -4
3331.284 -5
3331.416 -11
3331.548 -16
3331.680 -19
3331.812 -18
3331.944 -16
3332.076 -12
3332.208 -5
3332.340 -2
3332.472 -2
3332.604 6
3332.736 10
3332.868 10
3333.000 6
3333.132 -5
3333.264 -1
3333.396 6
3333.528 6
3333.660 16
3333.793 12
3333.925 1
3334.057 1
3334.189 1
3334.321 -5
3334.453 -2
3334.585 0
3334.717 -1
3334.849 -3
3334.981 -5
3335.113 -2
3335.246 1
3335.378 6
3335.510 17
3335.642 22
3335.774 23
3335.906 23
3336.038 11
3336.170 12
3336.302 2
3336.435 0
3336.567 3
3336.699 -1
3336.831 9
3336.963 15
3337.095 17
3337.227 11
3337.359 19
3337.492 25
3337.624 18
3337.756 23
3337.888 10
3338.020 0
3338.152 10
3338.285 8
3338.417 5
3338.549 14
3338.681 8
3338.813 11
3338.945 11
3339.078 8
3339.210 12
3339.342 11
3339.474 3
3339.606 5
3339.738 13
3339.871 14
3340.003 19
3340.135 18
3340.267 13
3340.399 10
3340.532 20
3340.664 19
3340.796 15
3340.928 22
3341.061 5
3341.193 8
3341.325 8
3341.457 4
3341.589 21
3341.722 18
3341.854 26
3341.986 24
3342.118 16
3342.251 19
3342.383 4
3342.515 0
3342.647 6
3342.780 -1
3342.912 13
3343.044 21
3343.176 19
3343.309 18
3343.441 14
3343.573 12
3343.705 14
3343.838 17
3343.970 7
3344.102 -2
3344.235 -13
3344.367 -21
3344.499 -7
3344.631 3
3344.764 12
3344.896 28
3345.028 14
3345.161 7
3345.293 14
3345.425 8
3345.557 13
3345.690 15
3345.822 11
3345.954 15
3346.087 11
3346.219 2
3346.351 4
3346.484 -5
3346.616 5
3346.748 13
3346.881 11
3347.013 6
3347.145 6
3347.278 6
3347.410 6
3347.542 15
3347.675 11
3347.807 10
3347.939 11
3348.072 5
3348.204 2
3348.337 4
3348.469 6
3348.601 15
3348.734 17
3348.866 12
3348.998 7
3349.131 8
3349.263 17
3349.396 21
3349.528 22
3349.660 25
3349.793 22
3349.925 20
3350.058 19
3350.190 8
3350.322 7
3350.455 11
3350.587 5
3350.720 6
3350.852 0
3350.984 -6
3351.117 -7
3351.249 -8
3351.382 1
3351.514 3
3351.646 4
3351.779 7
3351.911 -3
3352.044 -4
3352.176 2
3352.309 2
3352.441 5
3352.574 5
3352.706 8
3352.838 10
3352.971 10
3353.103 15
3353.236 11
3353.368 9
3353.501 8
3353.633 7
3353.766 12
3353.898 14
3354.031 12
3354.163 6
3354.296 0
3354.428 6
3354.561 8
3354.693 18
3354.826 14
3354.958 3
3355.091 2
3355.223 1
3355.356 -5
3355.488 4
3355.621 9
3355.753 5
3355.886 11
3356.018 16
3356.151 10
3356.283 13
3356.416 20
3356.548 12
3356.681 6
3356.813 4
3356.946 -4
3357.078 -4
3357.211 4
3357.343 3
3357.476 11
3357.609 7
3357.741 10
3357.874 18
3358.006 13
3358.139 17
3358.271 15
3358.404 11
3358.536 4
3358.669 4
3358.802 4
3358.934 6
3359.067 9
3359.199 7
3359.332 1
3359.465 -2
3359.597 1
3359.730 8
3359.862 9
3359.995 14
3360.127 7
3360.260 5
3360.393 10
3360.525 9
3360.658 13
3360.791 11
3360.923 10
3361.056 7
3361.188 7
3361.321 3
3361.454 0
3361.586 5
3361.719 4
3361.852 7
3361.984 6
3362.117 -6
3362.249 0
3362.382 5
3362.515 4
3362.647 14
3362.780 8
3362.913 0
3363.045 -6
3363.178 -14
3363.311 -16
3363.443 -16
3363.576 -5
3363.709 -3
3363.841 2
3363.974 -1
3364.107 -9
3364.239 -7
3364.372 -5
3364.505 -3
3364.637 0
3364.770 0
3364.903 -3
3365.036 2
3365.168 2
3365.301 0
3365.434 5
3365.566 5
3365.699 13
3365.832 13
3365.964 4
3366.097 3
3366.230 3
3366.363 4
3366.495 4
3366.628 4
3366.761 -9
3366.894 -11
3367.026 -9
3367.159 -12
3367.292 -5
3367.425 1
3367.557 2
3367.690 10
3367.823 7
3367.956 1
3368.088 -6
3368.221 -12
3368.354 -3
3368.487 2
3368.619 9
3368.752 11
3368.885 4
3369.018 9
3369.150 13
3369.283 13
3369.416 18
3369.549 15
3369.682 9
3369.814 7
3369.947 3
3370.080 -2
3370.213 -2
3370.346 -2
3370.478 -2
3370.611 13
3370.744 17
3370.877 17
3371.010 18
3371.142 6
3371.275 -5
3371.408 -2
3371.541 -4
3371.674 -3
3371.807 -1
3371.939 -1
3372.072 1
3372.205 7
3372.338 11
3372.471 6
3372.604 1
3372.737 -1
3372.869 -3
3373.002 -1
3373.135 7
3373.268 9
3373.401 16
3373.534 14
3373.667 13
3373.799 9
3373.932 4
3374.065 11
3374.198 6
3374.331 5
3374.464 9
3374.597 2
3374.730 -1
3374.862 0
3374.995 -5
3375.128 1
3375.261 10
3375.394 10
3375.527 2
3375.660 0
3375.793 -6
3375.926 -4
3376.059 -4
3376.192 -3
3376.324 7
3376.457 9
3376.590 18
3376.723 21
3376.856 13
3376.989 12
3377.122 14
3377.255 6
3377.388 10
3377.521 5
3377.654 0
3377.787 5
3377.920 4
3378.053 -4
3378.186 -2
3378.319 -6
3378.452 -8
3378.585 7
3378.718 7
3378.851 11
3378.984 13
3379.116 15
3379.249 22
3379.382 22
3379.515 24
3379.648 19
3379.781 14
3379.914 18
3380.047 22
3380.180 17
3380.313 19
3380.446 15
3380.579 14
3380.712 26
3380.845 26
3380.978 30
3381.111 34
3381.245 31
3381.378 29
3381.511 30
3381.644 14
3381.777 6
3381.910 1
3382.043 -4
3382.176 0
3382.309 1
3382.442 -1
3382.575 4
3382.708 5
3382.841 5
3382.974 4
3383.107 1
3383.240 10
3383.373 15
3383.506 21
3383.639 28
3383.772 17
3383.905 4
3384.039 -3
3384.172 -13
3384.305 0
3384.438 -5
3384.571 2
3384.704 11
3384.837 3
3384.970 8
3385.103 5
3385.236 4
3385.369 3
3385.503 4
3385.636 3
3385.769 -3
3385.902 2
3386.035 0
3386.168 0
3386.301 9
3386.434 5
3386.568 18
3386.701 16
3386.834 2
