mz intensity
3386.967 0
3387.100 -8
3387.233 -3
3387.366 -2
3387.500 6
3387.633 5
3387.766 1
3387.899 10
3388.032 6
3388.165 7
3388.298 7
3388.432 1
3388.565 -7
3388.698 -6
3388.831 -6
3388.964 2
3389.097 6
3389.231 6
3389.364 8
3389.497 10
3389.630 5
3389.763 8
3389.897 15
3390.030 7
3390.163 18
3390.296 18
3390.429 19
3390.563 17
3390.696 9
3390.829 4
3390.962 -3
3391.095 -4
3391.229 3
3391.362 7
3391.495 7
3391.628 7
3391.762 3
3391.895 0
3392.028 -3
3392.161 -5
3392.295 -1
3392.428 4
3392.561 9
3392.694 15
3392.828 18
3392.961 15
3393.094 16
3393.227 11
3393.361 2
3393.494 5
3393.627 12
3393.760 16
3393.894 24
3394.027 23
3394.160 15
3394.293 14
3394.427 13
3394.560 11
3394.693 7
3394.827 7
3394.960 4
3395.093 3
3395.227 -2
3395.360 -7
3395.493 -10
3395.626 -11
3395.760 -7
3395.893 -9
3396.026 5
3396.160 3
3396.293 12
3396.426 14
3396.560 3
3396.693 7
3396.826 6
3396.960 9
3397.093 11
3397.226 13
3397.360 18
3397.493 12
3397.626 12
3397.760 3
3397.893 -3
3398.026 3
3398.160 2
3398.293 11
3398.427 13
3398.560 15
3398.693 13
3398.827 10
3398.960 6
3399.093 1
3399.227 -1
3399.360 3
3399.494 5
3399.627 10
3399.760 6
3399.894 6
3400.027 4
3400.160 -5
3400.294 3
3400.427 7
3400.561 11
3400.694 18
3400.828 16
3400.961 5
3401.094 -1
3401.228 -2
3401.361 1
3401.495 6
3401.628 8
3401.761 4
3401.895 4
3402.028 -1
3402.162 -8
3402.295 -4
3402.429 1
3402.562 10
3402.696 24
3402.829 19
3402.962 16
3403.096 11
3403.229 -1
3403.363 2
3403.496 2
3403.630 -3
3403.763 7
3403.897 7
3404.030 3
3404.164 8
3404.297 9
3404.431 7
3404.564 8
3404.698 8
3404.831 -7
3404.965 -7
3405.098 -7
3405.232 -2
3405.365 8
3405.499 12
3405.632 8
3405.766 4
3405.899 7
3406.033 9
3406.166 16
3406.300 16
3406.433 15
3406.567 11
3406.700 4
3406.834 6
3406.967 -3
3407.101 -5
3407.234 0
3407.368 4
3407.501 15
3407.635 12
3407.769 5
3407.902 3
3408.036 -14
3408.169 -11
3408.303 -4
3408.436 -6
3408.570 10
3408.704 9
3408.837 2
3408.971 -3
3409.104 -5
3409.238 -3
3409.371 -1
3409.505 5
3409.639 8
3409.772 11
3409.906 17
3410.039 8
3410.173 4
3410.307 1
3410.440 -7
3410.574 8
3410.707 10
3410.841 7
3410.975 14
3411.108 10
3411.242 12
3411.375 13
3411.509 9
3411.643 13
3411.776 11
3411.910 11
3412.044 17
3412.177 19
3412.311 17
3412.445 12
3412.578 6
3412.712 0
3412.845 -2
3412.979 7
3413.113 7
3413.246 8
3413.380 19
3413.514 25
3413.647 17
3413.781 11
3413.915 7
3414.048 1
3414.182 5
3414.316 8
3414.449 5
3414.583 0
3414.717 5
3414.851 8
3414.984 5
3415.118 6
3415.252 3
3415.385 3
3415.519 3
3415.653 2
3415.786 -1
3415.920 4
3416.054 5
3416.188 2
3416.321 5
3416.455 0
3416.589 5
3416.722 10
3416.856 10
3416.990 -1
3417.124 -3
3417.257 -7
3417.391 -5
3417.525 2
3417.659 2
3417.792 8
3417.926 7
3418.060 0
3418.194 2
3418.327 1
3418.461 -3
3418.595 3
3418.729 0
3418.862 -3
3418.996 1
3419.130 -1
3419.264 -1
3419.398 -4
3419.531 1
3419.665 -3
3419.799 -3
3419.933 6
3420.067 7
3420.200 7
3420.334 9
3420.468 10
3420.602 2
3420.736 3
3420.869 -3
3421.003 -12
3421.137 -8
3421.271 -9
3421.405 0
3421.538 3
3421.672 0
3421.806 7
3421.940 8
3422.074 10
3422.208 14
3422.341 20
3422.475 13
3422.609 17
3422.743 8
3422.877 4
3423.011 2
3423.145 -1
3423.278 7
3423.412 8
3423.546 9
3423.680 7
3423.814 2
3423.948 -2
3424.082 -2
3424.215 1
3424.349 7
3424.483 10
3424.617 16
3424.751 14
3424.885 12
3425.019 12
3425.153 7
3425.287 1
3425.420 0
3425.554 -4
3425.688 -8
3425.822 0
3425.956 4
3426.090 3
3426.224 9
3426.358 9
3426.492 -1
3426.626 1
3426.760 -1
3426.894 -8
3427.027 4
3427.161 6
3427.295 9
3427.429 12
3427.563 6
3427.697 4
3427.831 -3
3427.965 5
3428.099 9
3428.233 19
3428.367 24
3428.501 17
3428.635 15
3428.769 2
3428.903 2
3429.037 7
3429.171 2
3429.305 5
3429.439 10
3429.573 3
3429.707 7
3429.841 8
3429.975 5
3430.109 7
3430.243 11
3430.377 9
3430.511 12
3430.645 8
3430.779 2
3430.913 2
3431.047 -5
3431.181 -3
3431.315 -1
3431.449 -1
3431.583 5
3431.717 14
3431.851 9
3431.985 11
3432.119 9
3432.253 0
3432.387 6
3432.521 8
3432.655 7
3432.789 14
3432.923 10
3433.057 9
3433.191 12
3433.325 5
3433.459 5
3433.593 8
3433.727 2
3433.862 -1
3433.996 7
3434.130 -5
3434.264 2
3434.398 2
3434.532 -7
3434.666 4
3434.800 -3
3434.934 -6
3435.068 -5
3435.202 -8
3435.336 -7
3435.471 3
3435.605 9
3435.739 6
3435.873 2
3436.007 4
3436.141 -1
3436.275 1
3436.409 0
3436.543 -2
3436.678 4
3436.812 7
3436.946 9
3437.080 7
3437.214 4
3437.348 0
3437.482 15
3437.617 10
3437.751 14
3437.885 17
3438.019 10
3438.153 10
3438.287 13
3438.421 18
3438.556 10
3438.690 15
3438.824 6
3438.958 -2
3439.092 1
3439.226 -1
3439.361 6
3439.495 9
3439.629 3
3439.763 10
3439.897 -3
3440.032 6
3440.166 4
3440.300 -1
3440.434 15
3440.568 10
3440.703 20
3440.837 13
3440.971 2
3441.105 -1
3441.239 -8
3441.374 4
3441.508 9
3441.642 9
3441.776 11
3441.910 7
3442.045 5
3442.179 0
3442.313 -1
3442.447 -1
3442.582 -3
3442.716 6
3442.850 0
3442.984 -3
3443.119 -4
3443.253 -7
3443.387 -7
3443.521 -6
3443.656 -8
3443.790 -11
3443.924 -7
3444.058 -4
3444.193 5
3444.327 10
3444.461 9
3444.596 13
3444.730 8
3444.864 13
3444.998 17
3445.133 14
3445.267 14
3445.401 10
3445.536 17
3445.670 12
3445.804 13
3445.939 12
3446.073 5
3446.207 7
3446.341 11
3446.476 13
3446.610 17
3446.744 16
3446.879 12
3447.013 8
3447.147 4
3447.282 2
3447.416 -2
3447.550 0
3447.685 5
3447.819 11
3447.953 14
3448.088 10
3448.222 6
3448.356 3
3448.491 5
3448.625 12
3448.760 22
3448.894 27
3449.028 25
3449.163 19
3449.297 10
3449.431 5
3449.566 1
3449.700 2
3449.835 -4
3449.969 -2
3450.103 1
3450.238 2
3450.372 7
3450.507 2
3450.641 4
3450.775 7
3450.910 12
3451.044 8
3451.179 9
3451.313 4
3451.447 2
3451.582 0
3451.716 -3
3451.851 -5
3451.985 -10
3452.119 -3
3452.254 -4
3452.388 2
3452.523 9
3452.657 5
3452.792 7
3452.926 5
3453.061 -2
3453.195 5
3453.329 5
3453.464 2
3453.598 15
3453.733 14
3453.867 8
3454.002 19
3454.136 13
3454.271 9
3454.405 13
3454.540 0
3454.674 -1
3454.809 -5
3454.943 -1
3455.078 4
3455.212 3
3455.347 5
3455.481 6
3455.616 10
3455.750 9
3455.885 14
3456.019 4
3456.154 -2
3456.288 -4
3456.423 -5
3456.557 6
3456.692 10
3456.826 14
3456.961 24
3457.095 20
3457.230 10
3457.364 5
3457.499 -4
3457.633 -4
3457.768 8
3457.902 13
3458.037 12
3458.172 19
3458.306 12
3458.441 10
3458.575 13
3458.710 6
3458.844 9
3458.979 6
3459.113 2
3459.248 1
3459.383 0
3459.517 0
3459.652 2
3459.786 5
3459.921 3
3460.056 5
3460.190 4
3460.325 2
3460.459 14
3460.594 14
3460.728 12
3460.863 6
3460.998 -5
3461.132 -12
3461.267 -13
3461.402 -8
3461.536 -2
3461.671 9
3461.805 7
3461.940 7
3462.075 10
3462.209 -2
3462.344 4
3462.479 5
3462.613 10
3462.748 12
3462.882 8
3463.017 3
3463.152 -3
3463.286 -4
3463.421 0
3463.556 3
3463.690 7
3463.825 7
3463.960 7
3464.094 -4
3464.229 -8
3464.364 -5
3464.498 0
3464.633 11
3464.768 9
3464.902 7
3465.037 11
3465.172 12
3465.306 15
3465.441 11
3465.576 4
3465.711 4
3465.845 6
3465.980 11
3466.115 2
3466.249 9
3466.384 2
3466.519 -3
3466.653 2
3466.788 -9
3466.923 2
3467.058 3
3467.192 -3
3467.327 -5
3467.462 -11
3467.597 -5
3467.731 8
3467.866 9
3468.001 6
3468.136 0
3468.270 0
3468.405 1
3468.540 2
3468.675 1
3468.809 -5
3468.944 -5
3469.079 -3
3469.214 -10
3469.348 -4
3469.483 -2
3469.618 -6
3469.753 9
3469.887 1
3470.022 0
3470.157 8
3470.292 3
3470.427 9
3470.561 4
3470.696 7
3470.831 6
3470.966 9
3471.101 13
3471.235 16
3471.370 22
3471.505 14
3471.640 17
3471.775 11
3471.909 5
3472.044 11
3472.179 10
3472.314 9
3472.449 9
3472.584 1
3472.718 7
3472.853 -3
3472.988 -3
3473.123 4
3473.258 1
3473.393 9
3473.527 16
3473.662 13
3473.797 5
3473.932 6
3474.067 -2
3474.202 -2
3474.337 -2
3474.472 -8
3474.606 -6
3474.741 -2
3474.876 3
3475.011 13
3475.146 20
3475.281 20
3475.416 21
3475.551 16
3475.685 9
3475.820 9
3475.955 10
3476.090 12
3476.225 9
3476.360 7
3476.495 5
3476.630 5
3476.765 9
3476.900 14
3477.035 14
3477.169 11
3477.304 13
3477.439 12
3477.574 16
3477.709 13
3477.844 16
3477.979 15
3478.114 19
3478.249 18
3478.384 14
3478.519 14
3478.654 5
3478.789 9
3478.924 13
3479.059 11
3479.194 16
3479.329 9
3479.464 5
3479.599 2
3479.734 7
3479.869 13
3480.003 15
3480.138 13
3480.273 6
3480.408 10
3480.543 5
3480.678 9
3480.813 14
3480.948 8
3481.083 7
3481.218 9
3481.353 7
3481.488 4
3481.623 4
3481.758 6
3481.893 7
3482.028 14
3482.164 12
3482.299 12
3482.434 9
3482.569 5
3482.704 4
3482.839 1
3482.974 0
3483.109 2
3483.244 0
3483.379 -12
3483.514 -11
3483.649 -14
3483.784 -15
3483.919 -6
3484.054 -7
3484.189 -3
3484.324 0
3484.459 -1
3484.594 3
3484.729 5
3484.864 4
3485.000 4
3485.135 -4
3485.270 -6
3485.405 -10
3485.540 0
3485.675 5
3485.810 6
3485.945 12
3486.080 0
3486.215 0
3486.350 0
3486.486 1
3486.621 10
3486.756 -1
3486.891 -2
3487.026 -1
3487.161 0
3487.296 8
3487.431 6
3487.567 4
3487.702 1
3487.837 4
3487.972 3
3488.107 0
3488.242 12
3488.377 10
3488.513 13
3488.648 7
3488.783 3
3488.918 5
3489.053 8
3489.188 11
3489.323 12
3489.459 8
3489.594 2
3489.729 11
3489.864 7
3489.999 4
3490.134 10
3490.270 -1
3490.405 -3
3490.540 6
3490.675 -3
3490.810 5
3490.946 7
3491.081 2
3491.216 14
3491.351 4
3491.486 1
3491.622 -3
3491.757 -12
3491.892 -6
3492.027 -5
3492.162 1
3492.298 4
3492.433 4
3492.568 5
3492.703 4
3492.839 1
3492.974 0
3493.109 -1
3493.244 -2
3493.380 -1
3493.515 1
3493.650 0
3493.785 5
3493.921 5
3494.056 6
3494.191 8
3494.326 -2
3494.462 -7
3494.597 -10
3494.732 -6
3494.867 6
3495.003 7
3495.138 10
3495.273 7
3495.408 -12
3495.544 -14
3495.679 -7
3495.814 -13
3495.950 -1
3496.085 5
3496.220 9
3496.356 23
3496.491 17
3496.626 16
3496.761 6
3496.897 -2
3497.032 8
3497.167 19
3497.303 30
3497.438 28
3497.573 22
3497.709 10
3497.844 4
3497.979 0
3498.115 2
3498.250 8
3498.385 5
3498.521 8
3498.656 7
3498.791 -4
3498.927 -1
3499.062 -5
3499.197 -3
3499.333 8
3499.468 11
3499.604 12
3499.739 11
3499.874 7
3500.010 2
3500.145 5
3500.280 4
3500.416 2
3500.551 -1
3500.687 -3
3500.822 5
3500.957 8
3501.093 13
3501.228 12
3501.364 9
3501.499 9
3501.634 1
3501.770 11
3501.905 18
3502.041 20
3502.176 33
3502.311 29
3502.447 24
3502.582 18
3502.718 10
3502.853 9
3502.989 8
3503.124 11
3503.259 9
3503.395 14
3503.530 9
3503.666 7
3503.801 9
3503.937 6
3504.072 13
3504.208 21
3504.343 28
3504.478 21
3504.614 11
3504.749 4
3504.885 -4
3505.020 -5
3505.156 -5
3505.291 -8
3505.427 -6
3505.562 -1
3505.698 6
3505.833 4
3505.969 4
3506.104 -4
3506.240 -8
3506.375 -7
3506.511 -6
3506.646 1
3506.782 8
3506.917 4
3507.053 3
3507.188 7
3507.324 11
3507.459 18
3507.595 15
3507.730 9
3507.866 7
3508.001 5
3508.137 11
3508.272 15
3508.408 13
3508.543 2
3508.679 3
3508.815 1
3508.950 -1
3509.086 12
3509.221 11
3509.357 8
3509.492 12
3509.628 9
3509.763 4
3509.899 6
3510.035 6
3510.170 2
3510.306 8
3510.441 8
3510.577 9
3510.712 12
3510.848 9
3510.984 9
3511.119 7
3511.255 7
3511.390 1
3511.526 0
3511.662 0
3511.797 -1
3511.933 0
3512.068 0
3512.204 0
3512.340 1
3512.475 5
3512.611 10
3512.747 5
3512.882 9
3513.018 4
3513.153 -3
3513.289 6
3513.425 2
3513.560 4
3513.696 7
3513.832 0
3513.967 -4
3514.103 -2
3514.239 -2
3514.374 -3
3514.510 -1
3514.646 2
3514.781 2
3514.917 3
3515.052 1
3515.188 -4
3515.324 -2
3515.460 -6
3515.595 1
3515.731 3
3515.867 -5
3516.002 -10
3516.138 -7
3516.274 -8
3516.409 0
3516.545 6
3516.681 0
3516.816 2
3516.952 2
3517.088 2
3517.224 4
3517.359 5
3517.495 5
3517.631 7
3517.766 6
3517.902 12
3518.038 11
3518.174 13
3518.309 7
3518.445 9
3518.581 19
3518.717 14
3518.852 13
3518.988 11
3519.124 0
3519.259 0
3519.395 6
3519.531 7
3519.667 11
3519.803 14
3519.938 15
3520.074 7
3520.210 4
3520.346 4
3520.481 1
3520.617 7
3520.753 3
3520.889 -5
3521.024 -4
3521.160 -16
3521.296 -10
3521.432 2
3521.568 3
3521.703 15
3521.839 11
3521.975 6
3522.111 9
3522.247 11
3522.382 27
3522.518 29
3522.654 25
3522.790 19
3522.926 13
3523.062 18
3523.197 11
3523.333 18
3523.469 11
3523.605 5
3523.741 12
3523.877 6
3524.012 2
3524.148 3
3524.284 0
3524.420 1
3524.556 -3
3524.692 -2
3524.828 -1
3524.963 -1
3525.099 4
3525.235 5
3525.371 3
3525.507 9
3525.643 13
3525.779 7
3525.914 12
3526.050 3
3526.186 0
3526.322 -1
3526.458 -2
3526.594 9
3526.730 12
3526.866 21
3527.002 15
3527.138 14
3527.273 10
3527.409 7
3527.545 3
3527.681 -2
3527.817 4
3527.953 8
3528.089 10
3528.225 10
3528.361 4
3528.497 2
3528.633 7
3528.769 4
3528.905 8
3529.040 0
3529.176 3
3529.312 4
3529.448 2
3529.584 9
3529.720 0
3529.856 3
3529.992 5
3530.128 0
3530.264 -7
3530.400 -5
3530.536 0
3530.672 8
3530.808 19
3530.944 18
3531.080 8
3531.216 9
3531.352 3
3531.488 2
3531.624 9
3531.760 2
3531.896 4
3532.032 1
3532.168 -1
3532.304 0
3532.440 9
3532.576 6
3532.712 -1
3532.848 -3
3532.984 -4
3533.120 5
3533.256 12
3533.392 12
3533.528 4
3533.664 4
3533.800 4
3533.936 2
3534.072 5
3534.208 4
3534.344 6
3534.480 13
3534.616 14
3534.752 20
3534.888 18
3535.024 15
3535.161 17
3535.297 9
3535.433 10
3535.569 9
3535.705 9
3535.841 16
3535.977 13
3536.113 4
3536.249 0
3536.385 -4
3536.521 -4
3536.657 3
3536.793 13
3536.930 17
3537.066 21
3537.202 14
3537.338 3
3537.474 -5
3537.610 -13
3537.746 2
3537.882 4
3538.018 15
3538.155 18
3538.291 7
3538.427 5
3538.563 -2
3538.699 -1
3538.835 -1
3538.971 1
3539.107 0
3539.244 3
3539.380 8
3539.516 -2
3539.652 -1
3539.788 -4
3539.924 -9
3540.060 5
3540.197 2
3540.333 -6
3540.469 -3
3540.605 -12
3540.741 -10
3540.877 -5
3541.014 1
3541.150 0
3541.286 4
3541.422 9
3541.558 7
3541.695 10
3541.831 12
3541.967 14
3542.103 11
3542.239 6
3542.376 3
3542.512 4
3542.648 14
3542.784 19
3542.920 19
3543.057 20
3543.193 5
3543.329 6
3543.465 10
3543.601 3
3543.738 4
3543.874 5
3544.010 9
3544.146 12
3544.283 16
3544.419 16
3544.555 16
3544.691 15
3544.828 15
3544.964 6
3545.100 10
3545.236 15
3545.373 7
3545.509 17
3545.645 2
3545.781 0
3545.918 9
3546.054 2
3546.190 7
3546.327 7
3546.463 3
3546.599 2
3546.735 2
3546.872 4
3547.008 10
3547.144 15
3547.281 12
3547.417 8
3547.553 2
3547.689 -3
3547.826 3
3547.962 6
3548.098 6
3548.235 16
3548.371 11
3548.507 7
3548.644 7
3548.780 6
3548.916 5
3549.053 3
3549.189 6
3549.325 11
3549.462 14
3549.598 17
3549.734 17
3549.871 13
3550.007 15
3550.143 5
3550.280 -1
3550.416 -1
3550.553 -8
3550.689 -1
3550.825 0
3550.962 -1
3551.098 9
3551.234 7
3551.371 4
3551.507 6
3551.643 -1
3551.780 0
3551.916 -1
3552.053 0
3552.189 -1
3552.325 -4
3552.462 -6
3552.598 -10
3552.735 -7
3552.871 -7
3553.007 9
3553.144 10
3553.280 6
3553.417 13
3553.553 4
3553.690 3
3553.826 3
3553.962 -1
3554.099 2
3554.235 -2
3554.372 7
3554.508 8
3554.645 8
3554.781 10
3554.917 9
3555.054 3
3555.190 8
3555.327 8
3555.463 7
3555.600 16
3555.736 10
3555.873 0
3556.009 4
3556.146 4
3556.282 8
3556.419 20
3556.555 16
3556.691 12
3556.828 9
3556.964 10
3557.101 13
3557.237 14
3557.374 14
3557.510 13
3557.647 8
3557.783 0
3557.920 3
3558.056 2
3558.193 2
3558.329 -1
3558.466 -9
3558.603 -11
3558.739 -9
3558.876 -7
3559.012 -4
3559.149 -5
3559.285 2
3559.422 9
3559.558 4
3559.695 5
3559.831 -6
3559.968 -5
3560.104 0
3560.241 4
3560.377 4
3560.514 -1
3560.651 1
3560.787 1
3560.924 5
3561.060 9
3561.197 3
3561.333 -2
3561.470 0
3561.607 0
3561.743 5
3561.880 12
3562.016 8
3562.153 7
3562.289 14
3562.426 11
3562.563 7
3562.699 2
3562.836 1
3562.972 1
3563.109 11
3563.246 13
3563.382 6
3563.519 11
3563.656 6
3563.792 15
3563.929 26
3564.065 23
3564.202 33
3564.339 32
3564.475 27
3564.612 32
3564.749 18
3564.885 21
3565.022 9
3565.158 4
3565.295 2
3565.432 -11
3565.568 -4
3565.705 -5
3565.842 4
3565.978 12
3566.115 12
3566.252 16
3566.388 11
3566.525 3
3566.662 -3
3566.798 -2
3566.935 -1
3567.072 9
3567.208 14
3567.345 14
3567.482 27
3567.619 32
3567.755 38
3567.892 32
3568.029 20
3568.165 5
3568.302 -6
3568.439 -13
3568.575 -17
3568.712 -17
3568.849 -15
3568.986 -6
3569.122 3
3569.259 6
3569.396 12
3569.533 13
3569.669 16
3569.806 14
3569.943 2
3570.079 2
3570.216 -7
3570.353 -12
3570.490 0
3570.626 2
3570.763 15
3570.900 21
3571.037 19
3571.174 14
3571.310 18
3571.447 22
3571.584 25
3571.721 35
3571.857 31
3571.994 33
3572.131 31
3572.268 20
3572.404 14
3572.541 17
3572.678 15
3572.815 26
3572.952 35
3573.088 31
3573.225 32
3573.362 23
3573.499 8
3573.636 4
3573.773 -6
3573.909 -7
3574.046 -7
3574.183 -10
3574.320 -1
3574.457 2
3574.593 6
3574.730 12
3574.867 11
3575.004 10
3575.141 12
3575.278 8
3575.414 24
3575.551 32
3575.688 39
3575.825 41
3575.962 30
3576.099 32
3576.236 24
3576.372 30
3576.509 18
3576.646 7
3576.783 -3
3576.920 -15
3577.057 -19
3577.194 -12
3577.331 -1
3577.467 3
3577.604 12
3577.741 12
3577.878 6
3578.015 3
3578.152 -3
3578.289 -4
3578.426 -3
3578.563 -3
3578.700 10
3578.836 0
3578.973 -1
3579.110 -1
3579.247 -12
3579.384 -13
3579.521 -15
3579.658 -9
3579.795 -3
3579.932 7
3580.069 12
3580.206 17
3580.343 18
3580.480 10
3580.617 11
3580.753 2
3580.890 -2
3581.027 6
3581.164 -5
3581.301 -1
3581.438 -1
3581.575 -10
3581.712 -4
3581.849 -3
3581.986 1
3582.123 12
3582.260 20
3582.397 25
3582.534 28
3582.671 27
3582.808 32
3582.945 31
3583.082 34
3583.219 36
3583.356 26
3583.493 30
3583.630 27
3583.767 18
3583.904 22
3584.041 21
3584.178 27
3584.315 29
3584.452 29
3584.589 24
3584.726 21
3584.863 18
3585.000 16
3585.137 20
3585.274 20
3585.411 25
3585.548 26
3585.685 18
3585.822 18
3585.959 16
3586.097 13
3586.234 15
3586.371 8
3586.508 14
3586.645 8
3586.782 18
3586.919 23
3587.056 26
3587.193 34
3587.330 35
3587.467 39
3587.604 34
3587.741 33
3587.878 24
3588.016 17
3588.153 7
3588.290 -6
3588.427 -18
3588.564 -20
3588.701 -22
3588.838 -16
3588.975 -10
3589.112 -9
3589.249 -4
3589.387 1
3589.524 -2
3589.661 -4
3589.798 -8
3589.935 -18
3590.072 -15
3590.209 -10
3590.346 -9
3590.484 -7
3590.621 -7
3590.758 -12
3590.895 -9
3591.032 0
3591.169 1
3591.306 5
3591.444 1
3591.581 -2
3591.718 3
3591.855 8
3591.992 11
3592.129 17
3592.267 18
3592.404 16
3592.541 15
3592.678 9
3592.815 10
3592.953 6
3593.090 10
3593.227 8
3593.364 4
3593.501 11
3593.639 5
3593.776 10
3593.913 10
3594.050 10
3594.187 22
3594.325 27
3594.462 35
3594.599 41
3594.736 44
3594.873 35
3595.011 32
3595.148 33
3595.285 27
3595.422 40
3595.560 41
3595.697 26
3595.834 28
3595.971 21
3596.109 23
3596.246 22
3596.383 25
3596.520 32
3596.658 26
3596.795 39
3596.932 23
3597.069 21
3597.207 18
3597.344 4
3597.481 14
3597.618 6
3597.756 7
3597.893 18
3598.030 17
3598.168 19
3598.305 23
3598.442 15
3598.579 12
3598.717 9
3598.854 11
3598.991 13
3599.129 21
3599.266 22
3599.403 19
3599.541 14
3599.678 9
3599.815 6
3599.953 4
3600.090 -2
3600.227 -6
3600.364 -3
3600.502 -6
3600.639 7
3600.776 6
3600.914 6
3601.051 6
3601.189 -4
3601.326 -9
3601.463 -16
3601.601 -20
3601.738 -19
3601.875 -15
3602.013 -11
3602.150 -7
3602.287 -4
3602.425 1
3602.562 7
3602.699 13
3602.837 6
3602.974 17
3603.112 9
3603.249 6
3603.386 21
3603.524 9
3603.661 13
3603.799 13
3603.936 10
3604.073 9
3604.211 14
3604.348 9
3604.486 -1
3604.623 3
3604.760 3
3604.898 3
3605.035 8
3605.173 0
3605.310 -3
3605.448 3
3605.585 3
3605.722 13
3605.860 14
3605.997 14
3606.135 15
3606.272 11
3606.410 10
3606.547 21
3606.684 24
3606.822 30
3606.959 37
3607.097 35
3607.234 34
3607.372 36
3607.509 37
3607.647 34
3607.784 37
3607.922 35
3608.059 35
3608.197 31
3608.334 35
3608.472 35
3608.609 31
3608.747 32
3608.884 28
3609.022 25
3609.159 22
3609.297 29
3609.434 18
3609.572 18
3609.709 18
3609.847 12
3609.984 16
3610.122 19
3610.259 19
3610.397 19
3610.534 24
3610.672 17
3610.809 12
3610.947 12
3611.084 4
3611.222 13
3611.359 10
3611.497 4
3611.634 8
3611.772 3
3611.910 7
3612.047 12
3612.185 10
3612.322 6
3612.460 4
3612.597 -6
3612.735 -5
3612.873 -8
3613.010 -6
3613.148 -1
3613.285 -4
3613.423 -3
3613.560 -6
3613.698 -2
3613.836 0
3613.973 3
3614.111 6
3614.248 1
3614.386 0
3614.524 -2
3614.661 -9
3614.799 -10
3614.936 -11
3615.074 -14
3615.212 -8
3615.349 -6
3615.487 2
3615.625 5
3615.762 8
3615.900 5
3616.037 0
3616.175 2
3616.313 -10
3616.450 -9
3616.588 -8
3616.726 -11
3616.863 7
3617.001 11
3617.139 15
3617.276 24
3617.414 20
3617.552 26
3617.689 21
3617.827 13
3617.965 7
3618.102 2
3618.240 5
3618.378 10
3618.515 17
3618.653 21
3618.791 32
3618.928 29
3619.066 28
3619.204 27
3619.341 15
3619.479 17
3619.617 13
3619.754 9
3619.892 13
3620.030 16
3620.168 25
3620.305 32
3620.443 38
3620.581 35
3620.718 33
3620.856 20
3620.994 11
3621.132 19
3621.269 13
3621.407 26
3621.545 33
3621.683 27
3621.820 30
3621.958 31
3622.096 25
3622.234 29
3622.371 29
3622.509 16
3622.647 13
3622.785 13
3622.922 10
3623.060 12
3623.198 18
3623.336 12
3623.473 8
3623.611 10
3623.749 10
3623.887 8
3624.025 5
3624.162 8
3624.300 7
3624.438 9
3624.576 14
3624.714 16
3624.851 11
3624.989 18
3625.127 24
3625.265 24
3625.403 23
3625.540 17
3625.678 18
3625.816 16
3625.954 19
3626.092 17
3626.230 10
3626.367 7
3626.505 11
3626.643 8
3626.781 4
3626.919 1
3627.057 -2
3627.194 -6
3627.332 -8
3627.470 -8
3627.608 -16
3627.746 -9
3627.884 -7
3628.022 0
3628.159 12
3628.297 8
3628.435 16
3628.573 16
3628.711 7
3628.849 13
3628.987 7
3629.125 12
3629.262 15
3629.400 13
3629.538 14
3629.676 7
3629.814 10
3629.952 6
3630.090 11
3630.228 17
3630.366 23
3630.504 33
3630.641 31
3630.779 21
3630.917 18
3631.055 7
3631.193 10
3631.331 14
3631.469 9
3631.607 15
3631.745 9
3631.883 10
3632.021 20
3632.159 21
3632.297 28
3632.435 27
3632.573 21
3632.710 27
3632.848 22
3632.986 24
3633.124 23
3633.262 15
3633.400 23
3633.538 22
3633.676 21
3633.814 18
3633.952 13
3634.090 16
3634.228 9
3634.366 8
3634.504 9
3634.642 4
3634.780 -2
3634.918 0
3635.056 -4
3635.194 -6
3635.332 -2
3635.470 0
3635.608 -4
3635.746 -1
3635.884 -7
3636.022 -3
3636.160 0
3636.298 -1
3636.436 11
3636.574 12
3636.712 19
3636.850 17
3636.988 19
3637.126 18
3637.264 11
3637.402 9
3637.541 6
3637.679 6
3637.817 5
3637.955 9
3638.093 9
3638.231 4
3638.369 6
3638.507 8
3638.645 6
3638.783 12
3638.921 11
3639.059 7
3639.197 5
3639.335 0
3639.473 -3
3639.612 0
3639.750 -1
3639.888 6
3640.026 10
3640.164 11
3640.302 13
3640.440 15
3640.578 19
3640.716 19
3640.854 22
3640.993 25
3641.131 21
3641.269 25
3641.407 27
3641.545 22
3641.683 29
3641.821 27
3641.959 28
3642.098 21
3642.236 13
3642.374 14
3642.512 6
3642.650 7
3642.788 3
3642.926 4
3643.065 6
3643.203 4
3643.341 15
3643.479 17
3643.617 26
3643.755 35
3643.894 33
3644.032 34
3644.170 26
3644.308 20
3644.446 23
3644.584 17
3644.723 25
3644.861 26
3644.999 22
3645.137 26
3645.275 24
3645.414 23
3645.552 20
3645.690 16
3645.828 12
3645.966 17
3646.105 19
3646.243 18
3646.381 21
3646.519 15
3646.657 8
3646.796 6
3646.934 0
3647.072 7
3647.210 16
3647.349 20
3647.487 19
3647.625 10
3647.763 7
3647.902 2
3648.040 -1
3648.178 -3
3648.316 -2
3648.455 2
3648.593 10
3648.731 20
3648.869 24
3649.008 22
3649.146 22
3649.284 8
